tick,avg_trade_volume,total_volume
134,28450.0,56900.0
135,24600.0,49200.0
136,54400.0,54400.0
137,52100.0,52100.0
138,43700.0,43700.0
139,48400.0,48400.0
142,45000.0,45000.0
143,45000.0,45000.0
144,26600.0,53200.0
146,52500.0,52500.0
147,29200.0,58400.0
148,22750.0,45500.0
150,35000.0,105000.0
151,44100.0,44100.0
152,45200.0,45200.0
153,44200.0,88400.0
154,42600.0,42600.0
155,44100.0,44100.0
156,54800.0,54800.0
157,34400.0,103200.0
159,53000.0,106000.0
161,52600.0,52600.0
162,47400.0,47400.0
163,51600.0,51600.0
164,38900.0,38900.0
166,42000.0,42000.0
167,45900.0,45900.0
168,56200.0,56200.0
169,44800.0,89600.0
170,31433.333333333332,94300.0
171,40400.0,40400.0
172,33100.0,99300.0
173,46400.0,92800.0
176,27750.0,55500.0
177,53000.0,53000.0
178,48300.0,96600.0
179,53000.0,53000.0
181,44700.0,44700.0
182,26433.333333333332,79300.0
183,25050.0,50100.0
184,33650.0,134600.0
185,11700.0,58500.0
186,50000.0,100000.0
187,24314.285714285714,170200.0
188,5000.0,5000.0
189,20150.0,40300.0
190,5000.0,10000.0
191,41200.0,41200.0
192,18866.666666666668,56600.0
193,49900.0,49900.0
194,46400.0,46400.0
198,13575.0,54300.0
199,46800.0,140400.0
203,26683.333333333332,160100.0
204,19200.0,115200.0
206,30933.333333333332,92800.0
207,30933.333333333332,92800.0
208,46300.0,46300.0
209,45800.0,45800.0
210,26650.0,53300.0
211,37000.0,37000.0
212,41400.0,41400.0
213,37100.0,37100.0
215,43600.0,43600.0
216,42600.0,42600.0
217,27150.0,54300.0
218,47000.0,94000.0
222,34000.0,136000.0
223,13800.0,55200.0
225,17400.0,52200.0
227,43300.0,43300.0
229,14350.0,57400.0
230,5000.0,10000.0
231,28350.0,56700.0
232,27950.0,55900.0
233,35425.0,141700.0
234,28700.0,57400.0
235,49500.0,49500.0
236,32000.0,96000.0
237,35775.0,143100.0
238,49800.0,49800.0
239,41900.0,41900.0
240,53000.0,53000.0
241,40100.0,40100.0
243,56900.0,56900.0
244,54800.0,54800.0
245,53700.0,107400.0
246,44550.0,89100.0
247,47000.0,47000.0
248,42900.0,85800.0
249,48750.0,97500.0
250,48600.0,145800.0
251,31800.0,95400.0
252,52600.0,52600.0
255,45500.0,45500.0
256,53600.0,107200.0
257,26900.0,53800.0
258,42400.0,42400.0
261,41300.0,41300.0
262,45900.0,45900.0
263,44200.0,88400.0
264,52400.0,52400.0
265,43850.0,87700.0
268,44700.0,44700.0
271,28100.0,84300.0
272,55100.0,55100.0
273,29050.0,58100.0
276,27400.0,54800.0
277,48400.0,96800.0
278,49200.0,49200.0
279,31620.0,158100.0
280,56600.0,56600.0
282,53500.0,53500.0
283,28566.666666666668,85700.0
284,32525.0,130100.0
285,23500.0,47000.0
288,33566.666666666664,100700.0
289,44400.0,44400.0
294,27550.0,55100.0
295,52000.0,52000.0
296,51200.0,51200.0
297,26850.0,53700.0
298,44866.666666666664,134600.0
